year_stringteam_1_name,team_1_score,team_2_name,team_2_score,date_string
2012,Jackson State,44.0,Southern,49.0,Feb6
2012,Jackson State,62.0,Prairie View,48.0,Feb11
2012,Jackson State,57.0,Texas Southern,64.0,Feb13
2012,Jackson State,69.0,Mississippi Valley State,78.0,Feb27
2012,Jackson State,60.0,Mississippi Valley State,63.0,Mar7
2012,Jacksonville State,87.0,Miles,64.0,Nov11
2012,Jacksonville State,44.0,Marshall,58.0,Nov13
2012,Jacksonville State,61.0,Northwestern State,66.0,Nov25
2012,Jacksonville State,61.0,Weber State,69.0,Nov27
2012,Jacksonville State,68.0,San Francisco State,71.0,Nov28
2012,Jacksonville State,48.0,South Carolina Upstate,50.0,Dec1
2012,Jacksonville State,55.0,Southern,50.0,Dec10
2012,Jacksonville State,51.0,Tulane,59.0,Dec11
2012,Jacksonville State,81.0,Reinhardt,75.0,Dec19
2012,Jacksonville State,61.0,Southern Illinois-Edwardsville,66.0,Dec31
2012,Jacksonville State,56.0,Southeast Missouri State,74.0,Jan2
2012,Jacksonville State,55.0,Morehead State,63.0,Jan5
2012,Jacksonville State,72.0,Tennessee State,65.0,Jan7
2012,Jacksonville State,55.0,Murray State,66.0,Jan12
2012,Jacksonville State,63.0,Tennessee Tech,62.0,Jan19
2012,Jacksonville State,76.0,Southern Illinois-Edwardsville,65.0,Jan28
2012,Jacksonville State,77.0,South Carolina Upstate,82.0,Jan30
2012,Jacksonville State,85.0,Tennessee-Martin,74.0,Feb2
2012,Jacksonville State,68.0,Tennessee Tech,76.0,Feb4
2012,Jacksonville State,69.0,Morehead State,55.0,Feb8
2012,Jacksonville State,64.0,Tennessee State,69.0,Feb14
2012,Jacksonville State,67.0,Presbyterian,48.0,Feb18
2012,Jacksonville State,69.0,Southeast Missouri State,59.0,Feb23
2012,Jacksonville State,77.0,Tennessee-Martin,46.0,Feb25
2012,Jacksonville State,54.0,Morehead State,68.0,Mar1
2012,Jacksonville,70.0,Savannah State,73.0,Nov16
2012,Jacksonville,70.0,Samford,57.0,Nov18
2012,Jacksonville,56.0,Marquette,88.0,Nov28
2012,Jacksonville,58.0,North Florida,80.0,Dec3
2012,Jacksonville,45.0,Winthrop,59.0,Dec15
2012,Jacksonville,57.0,Wofford,63.0,Dec18
2012,Jacksonville,71.0,Lipscomb,77.0,Jan2
2012,Jacksonville,61.0,Stetson,73.0,Jan7
2012,Jacksonville,77.0,South Carolina Upstate,74.0,Jan16
2012,Jacksonville,66.0,Kennesaw State,50.0,Jan21
2012,Jacksonville,65.0,Mercer,75.0,Jan23
2012,Jacksonville,68.0,Lipscomb,82.0,Jan30
2012,Jacksonville,74.0,Stetson,63.0,Feb6
2012,Jacksonville,66.0,South Carolina Upstate,70.0,Feb11
2012,Jacksonville,81.0,Mercer,75.0,Feb18
2012,Jacksonville,73.0,Kennesaw State,71.0,Feb20
2012,Jacksonville,64.0,North Florida,70.0,Feb24
2012,James Madison,83.0,La Salle,92.0,Nov19
2012,James Madison,77.0,Robert Morris,82.0,Nov22
2012,James Madison,86.0,Rider,69.0,Nov25
2012,James Madison,60.0,Pennsylvania,58.0,Nov26
2012,James Madison,51.0,Kent State,71.0,Dec6
2012,James Madison,60.0,Rhode Island,79.0,Dec29
2012,James Madison,71.0,Stetson,69.0,Dec30
2012,James Madison,61.0,Old Dominion,67.0,Jan2
2012,James Madison,61.0,William & Mary,68.0,Jan4
2012,James Madison,56.0,Northeastern,68.0,Jan7
2012,James Madison,45.0,Virginia Commonwealth,65.0,Jan12
2012,James Madison,69.0,North Carolina-Wilmington,61.0,Jan18
2012,James Madison,59.0,William & Mary,47.0,Jan26
2012,James Madison,71.0,Old Dominion,80.0,Feb2
2012,James Madison,58.0,Towson,56.0,Feb11
2012,James Madison,65.0,Towson,59.0,Feb25
2012,James Madison,59.0,North Carolina-Wilmington,70.0,Mar2
2012,Kansas State,74.0,Loyola (IL),61.0,Nov14
2012,Kansas State,92.0,Maryland-Eastern Shore,50.0,Nov22
2012,Kansas State,69.0,Virginia Tech,61.0,Dec4
2012,Kansas State,80.0,West Virginia,85.0,Dec8
2012,Kansas State,79.0,North Florida,68.0,Dec11
2012,Kansas State,83.0,Southern Illinois,58.0,Dec22
2012,Kansas State,78.0,Texas-El Paso,70.0,Dec23
2012,Kansas State,77.0,Long Beach State,60.0,Dec25
2012,Kansas State,49.0,Kansas,67.0,Jan4
2012,Kansas State,75.0,Missouri,59.0,Jan7
2012,Kansas State,73.0,Oklahoma,82.0,Jan14
2012,Kansas State,84.0,Texas,80.0,Jan18
2012,Kansas State,66.0,Oklahoma State,58.0,Jan21
2012,Kansas State,69.0,Texas Tech,47.0,Jan25
2012,Kansas State,60.0,Oklahoma,63.0,Jan28
2012,Kansas State,64.0,Texas A&M,53.0,Feb4
2012,Kansas State,65.0,Texas Tech,46.0,Feb7
2012,Kansas State,64.0,Texas,75.0,Feb11
2012,Kansas State,53.0,Kansas,59.0,Feb13
2012,Kansas State,78.0,Missouri,68.0,Feb21
2012,Kansas State,76.0,Texas A&M,70.0,Feb28
2012,Kansas State,77.0,Oklahoma State,58.0,Mar3
2012,Kansas State,70.0,Southern Mississippi,64.0,Mar15
2012,Kansas State,59.0,Syracuse,75.0,Mar17
2012,Kansas,100.0,Towson,54.0,Nov11
2012,Kansas,65.0,Kentucky,75.0,Nov15
2012,Kansas,72.0,UCLA,56.0,Nov22
2012,Kansas,70.0,South Florida,42.0,Dec3
2012,Kansas,88.0,Long Beach State,80.0,Dec6
2012,Kansas,78.0,Ohio State,67.0,Dec10
2012,Kansas,63.0,Southern California,47.0,Dec22
2012,Kansas,84.0,North Dakota,58.0,Dec31
2012,Kansas,72.0,Oklahoma,61.0,Jan7
2012,Kansas,81.0,Texas Tech,46.0,Jan11
2012,Kansas,69.0,Texas,66.0,Jan21
2012,Kansas,64.0,Texas A&M,54.0,Jan23
2012,Kansas,84.0,Oklahoma,62.0,Feb1
2012,Kansas,71.0,Missouri,74.0,Feb4
2012,Kansas,81.0,Oklahoma State,66.0,Feb11
2012,Kansas,83.0,Texas Tech,50.0,Feb18
2012,Kansas,66.0,Texas A&M,58.0,Feb22
2012,Kansas,87.0,Missouri,86.0,Feb25
2012,Kansas,70.0,Oklahoma State,58.0,Feb27
2012,Kansas,73.0,Texas,63.0,Mar3
2012,Kansas,83.0,Texas A&M,66.0,Mar8
2012,Kansas,63.0,Purdue,60.0,Mar18
2012,Kansas,60.0,North Carolina State,57.0,Mar23
2012,Kansas,80.0,North Carolina,67.0,Mar25
2012,Kansas,64.0,Ohio State,62.0,Mar31
2012,Kansas,59.0,Kentucky,67.0,Apr2
2012,Kennesaw State,31.0,Wisconsin,85.0,Nov12
2012,Kennesaw State,72.0,Reinhardt,46.0,Nov23
2012,Kennesaw State,98.0,South Carolina State,104.0,Nov26
2012,Kennesaw State,52.0,Lipscomb,75.0,Dec3
2012,Kennesaw State,67.0,Missouri,104.0,Dec15
2012,Kennesaw State,55.0,Missouri State,78.0,Dec17
2012,Kennesaw State,51.0,Saint Mary's (CA),74.0,Dec19
2012,Kennesaw State,68.0,Tennessee Tech,81.0,Dec22
2012,Kennesaw State,69.0,Texas A&M-Corpus Christi,65.0,Dec23
2012,Kennesaw State,63.0,Ohio,71.0,Dec30
2012,Kennesaw State,62.0,Stetson,66.0,Jan2
2012,Kennesaw State,53.0,South Carolina Upstate,68.0,Jan7
2012,Kennesaw State,51.0,Mercer,81.0,Jan13
2012,Kennesaw State,68.0,North Florida,76.0,Jan23
2012,Kennesaw State,59.0,Stetson,75.0,Jan30
2012,Kennesaw State,58.0,South Carolina Upstate,70.0,Feb6
2012,Kennesaw State,57.0,Mercer,61.0,Feb10
2012,Kennesaw State,75.0,Tennessee-Martin,76.0,Feb14
2012,Kennesaw State,77.0,North Florida,81.0,Feb18
2012,Kennesaw State,71.0,Lipscomb,74.0,Feb25
2012,Kent State,70.0,West Virginia,60.0,Nov15
2012,Kent State,76.0,Louisiana,67.0,Nov28
2012,Kent State,83.0,Morehead State,63.0,Dec1
2012,Kent State,58.0,Western Carolina,56.0,Dec10
2012,Kent State,67.0,Saint Peter's,58.0,Dec20
2012,Kent State,73.0,Texas-Arlington,74.0,Dec21
2012,Kent State,62.0,Utah State,81.0,Dec22
2012,Kent State,90.0,Shawnee State,65.0,Jan2
2012,Kent State,71.0,Miami (OH),67.0,Jan11
2012,Kent State,65.0,Ohio,87.0,Jan18
2012,Kent State,90.0,Northern Illinois,56.0,Jan25
2012,Kent State,77.0,Toledo,61.0,Jan28
2012,Kent State,78.0,Western Michigan,73.0,Feb4
2012,Kent State,60.0,Miami (OH),62.0,Feb21
2012,Kent State,68.0,Ohio,61.0,Feb29
2012,Kent State,76.0,Western Michigan,72.0,Mar8
2012,Kent State,58.0,South Carolina Upstate,73.0,Mar15
2012,Kentucky,108.0,Marist,58.0,Nov11
2012,Kentucky,85.0,Penn State,47.0,Nov19
2012,Kentucky,62.0,Old Dominion,52.0,Nov20
2012,Kentucky,88.0,Radford,40.0,Nov23
2012,Kentucky,87.0,Portland,63.0,Nov26
2012,Kentucky,81.0,St. John's (NY),59.0,Dec1
2012,Kentucky,73.0,North Carolina,72.0,Dec3
2012,Kentucky,82.0,Samford,50.0,Dec20
2012,Kentucky,87.0,Loyola (MD),63.0,Dec22
2012,Kentucky,86.0,Lamar,64.0,Dec28
2012,Kentucky,69.0,Louisville,62.0,Dec31
2012,Kentucky,79.0,South Carolina,64.0,Jan7
2012,Kentucky,65.0,Tennessee,62.0,Jan14
2012,Kentucky,74.0,Louisiana State,50.0,Jan28
2012,Kentucky,69.0,Tennessee,44.0,Jan31
2012,Kentucky,86.0,South Carolina,52.0,Feb4
2012,Kentucky,69.0,Vanderbilt,63.0,Feb11
2012,Kentucky,77.0,Mississippi,62.0,Feb18
2012,Kentucky,73.0,Mississippi State,64.0,Feb21
2012,Kentucky,83.0,Vanderbilt,74.0,Feb25
2012,Kentucky,60.0,Louisiana State,51.0,Mar9
2012,Kentucky,64.0,Vanderbilt,71.0,Mar11
2012,Kentucky,81.0,Western Kentucky,66.0,Mar15
2012,Kentucky,69.0,Louisville,61.0,Mar31
2012,La Salle,79.0,Lafayette,53.0,Nov11
2012,La Salle,69.0,Villanova,76.0,Nov15
2012,La Salle,69.0,Pittsburgh,73.0,Nov22
2012,La Salle,44.0,Robert Morris,51.0,Nov25
2012,La Salle,82.0,Rider,70.0,Nov26
2012,La Salle,68.0,Northeastern,51.0,Nov30
2012,La Salle,89.0,Towson,51.0,Dec7
2012,La Salle,80.0,Xavier,70.0,Jan4
2012,La Salle,82.0,Massachusetts,75.0,Jan8
2012,La Salle,68.0,Pennsylvania,57.0,Jan10
2012,La Salle,70.0,Temple,76.0,Jan18
2012,La Salle,80.0,Rhode Island,66.0,Jan21
2012,La Salle,66.0,Saint Joseph's,70.0,Feb4
2012,La Salle,76.0,Richmond,78.0,Feb8
2012,La Salle,51.0,Saint Louis,59.0,Feb11
2012,La Salle,72.0,Massachusetts,71.0,Feb18
2012,La Salle,79.0,Temple,80.0,Feb22
2012,La Salle,71.0,St. Bonaventure,61.0,Mar3
2012,La Salle,80.0,Richmond,72.0,Mar6
2012,La Salle,71.0,Saint Louis,78.0,Mar9
2012,La Salle,61.0,Minnesota,70.0,Mar14
2012,Lafayette,84.0,Saint Francis (PA),81.0,Nov14
2012,Lafayette,79.0,St. Francis (NY),73.0,Nov16
2012,Lafayette,70.0,Wagner,76.0,Nov19
2012,Lafayette,54.0,Princeton,69.0,Nov30
2012,Lafayette,80.0,Long Island University,82.0,Dec5
2012,Lafayette,61.0,Penn State,57.0,Dec7
2012,Lafayette,79.0,Sacred Heart,84.0,Dec11
2012,Lafayette,58.0,Vanderbilt,89.0,Dec21
2012,Lafayette,69.0,Monmouth,54.0,Dec28
2012,Lafayette,58.0,NJIT,78.0,Jan2
2012,Lafayette,73.0,Pennsylvania,78.0,Jan4
2012,Lafayette,65.0,Navy,63.0,Jan7
2012,Lafayette,76.0,Lehigh,90.0,Jan22
2012,Lafayette,62.0,Navy,41.0,Feb4
2012,Lafayette,53.0,Lehigh,72.0,Feb18
2012,Lamar,48.0,Louisville,68.0,Nov13
2012,Lamar,78.0,Ohio,85.0,Nov15
2012,Lamar,80.0,Tennessee-Martin,69.0,Nov22
2012,Lamar,85.0,Tennessee Tech,65.0,Nov25
2012,Lamar,72.0,Texas Christian,77.0,Nov30
2012,Lamar,80.0,Louisiana,63.0,Dec3
2012,Lamar,60.0,Texas-Rio Grande Valley,49.0,Dec5
2012,Lamar,88.0,Huston-Tillotson,59.0,Dec14
2012,Lamar,87.0,Rice,81.0,Dec17
2012,Lamar,50.0,Ohio State,70.0,Dec20
2012,Lamar,102.0,Lyon,58.0,Dec31
2012,Lamar,74.0,Texas A&M-Corpus Christi,58.0,Jan4
2012,Lamar,54.0,McNeese State,57.0,Jan11
2012,Lamar,82.0,Texas-Arlington,91.0,Jan14
2012,Lamar,62.0,Northwestern State,74.0,Jan25
2012,Lamar,80.0,Nicholls State,56.0,Jan28
2012,Lamar,83.0,Southeastern Louisiana,59.0,Feb1
2012,Lamar,80.0,Texas-San Antonio,66.0,Feb4
2012,Lamar,85.0,Northwestern State,66.0,Feb8
2012,Lamar,63.0,Nicholls State,72.0,Feb11
2012,Lamar,70.0,Southeastern Louisiana,54.0,Feb15
2012,Lamar,52.0,Stephen F. Austin,62.0,Feb22
2012,Lamar,72.0,Sam Houston State,49.0,Feb25
2012,Lamar,81.0,Texas State,65.0,Feb29
2012,Lamar,78.0,McNeese State,68.0,Mar3
2012,Lamar,76.0,Northwestern State,69.0,Mar7
2012,Lamar,55.0,Stephen F. Austin,44.0,Mar8
2012,Lamar,70.0,McNeese State,49.0,Mar10
2012,Lamar,59.0,Vermont,71.0,Mar14
2012,Lehigh,73.0,St. John's (NY),78.0,Nov9
2012,Lehigh,82.0,William & Mary,57.0,Nov18
2012,Lehigh,90.0,Liberty,80.0,Nov19
2012,Lehigh,86.0,Quinnipiac,75.0,Nov28
2012,Lehigh,71.0,Saint Francis (PA),50.0,Dec7
2012,Lehigh,70.0,Wagner,69.0,Dec10
2012,Lehigh,95.0,Arcadia,55.0,Dec12
2012,Lehigh,81.0,Michigan State,90.0,Dec22
2012,Lehigh,76.0,Saint Peter's,67.0,Dec28
2012,Lehigh,82.0,Maryland-Eastern Shore,55.0,Jan3
2012,Lehigh,71.0,Navy,60.0,Jan26
2012,Lehigh,58.0,Navy,41.0,Feb22
2012,Lehigh,58.0,Xavier,70.0,Mar18
2012,Liberty,59.0,Texas A&M,81.0,Nov9
2012,Liberty,81.0,Randolph,58.0,Nov11
2012,Liberty,75.0,William & Mary,72.0,Nov14
2012,Liberty,64.0,William & Mary,65.0,Nov20
2012,Liberty,68.0,North Carolina-Wilmington,77.0,Dec6
2012,Liberty,78.0,Virginia Intermont,60.0,Dec10
2012,Liberty,91.0,Montreat,73.0,Dec20
2012,Liberty,61.0,Richmond,77.0,Dec28
2012,Liberty,56.0,Presbyterian,63.0,Jan2
2012,Liberty,75.0,North Carolina-Asheville,98.0,Jan7
2012,Liberty,57.0,Virginia Military Institute,71.0,Jan10
2012,Liberty,69.0,Radford,64.0,Jan12
2012,Liberty,61.0,Winthrop,64.0,Jan14
2012,Liberty,63.0,Winthrop,65.0,Jan26
2012,Liberty,67.0,Radford,65.0,Jan28
2012,Liberty,51.0,North Carolina-Asheville,65.0,Feb4
2012,Liberty,77.0,Presbyterian,64.0,Feb11
2012,Liberty,78.0,Virginia Military Institute,69.0,Feb14
2012,Liberty,69.0,Morgan State,81.0,Feb18
2012,Lipscomb,96.0,Fort Valley State,53.0,Nov11
2012,Lipscomb,90.0,Southern Illinois-Edwardsville,87.0,Nov22
2012,Lipscomb,79.0,Sacred Heart,77.0,Nov23
2012,Lipscomb,72.0,Mercer,79.0,Dec1
2012,Lipscomb,70.0,Tennessee-Martin,55.0,Dec6
2012,Lipscomb,87.0,Tennessee Tech,89.0,Dec10
2012,Lipscomb,65.0,Murray State,89.0,Dec15
2012,Lipscomb,75.0,Memphis,85.0,Dec19
2012,Lipscomb,61.0,North Florida,82.0,Jan4
2012,Lipscomb,104.0,Stetson,103.0,Jan16
2012,Lipscomb,52.0,South Carolina Upstate,61.0,Jan23
2012,Lipscomb,59.0,North Florida,71.0,Jan28
2012,Lipscomb,99.0,Stetson,91.0,Feb11
2012,Lipscomb,61.0,South Carolina Upstate,62.0,Feb18
2012,Lipscomb,54.0,Mercer,63.0,Feb23
2012,Lipscomb,53.0,Mercer,61.0,Feb29
2012,Long Beach State,86.0,Pittsburgh,76.0,Nov16
2012,Long Beach State,73.0,San Diego State,77.0,Nov19
2012,Long Beach State,71.0,Montana,73.0,Nov26
2012,Long Beach State,66.0,Louisville,79.0,Nov28
2012,Long Beach State,79.0,Brigham Young-Hawaii,43.0,Dec2
2012,Long Beach State,78.0,North Carolina,84.0,Dec10
2012,Long Beach State,76.0,Eastern New Mexico,54.0,Dec19
2012,Long Beach State,68.0,Xavier,58.0,Dec22
2012,Long Beach State,76.0,Pacific,66.0,Jan14
2012,Long Beach State,74.0,Pacific,66.0,Feb9
2012,Long Beach State,68.0,New Mexico,75.0,Mar15
2012,Long Island University,69.0,Old Dominion,77.0,Nov14
2012,Long Island University,68.0,Penn State,77.0,Nov16
2012,Long Island University,81.0,Radford,59.0,Nov19
2012,Long Island University,80.0,Vermont,75.0,Nov20
2012,Long Island University,78.0,Wagner,73.0,Dec1
2012,Long Island University,85.0,Mount St. Mary's,76.0,Dec3
2012,Long Island University,62.0,Norfolk State,73.0,Dec14
2012,Long Island University,82.0,Saint Peter's,80.0,Dec17
2012,Long Island University,100.0,Texas State,84.0,Dec20
2012,Long Island University,84.0,NJIT,74.0,Dec30
2012,Long Island University,87.0,Sacred Heart,81.0,Jan5
2012,Long Island University,79.0,Quinnipiac,75.0,Jan7
2012,Long Island University,106.0,Monmouth,86.0,Jan14
2012,Long Island University,77.0,Mount St. Mary's,62.0,Jan19
2012,Long Island University,73.0,Wagner,66.0,Jan21
2012,Long Island University,66.0,Robert Morris,75.0,Jan26
2012,Long Island University,97.0,Saint Francis (PA),76.0,Jan28
2012,Long Island University,86.0,St. Francis (NY),77.0,Feb8
2012,Long Island University,81.0,St. Francis (NY),78.0,Feb12
2012,Long Island University,103.0,Sacred Heart,91.0,Feb16
2012,Long Island University,99.0,Quinnipiac,89.0,Feb18
2012,Long Island University,78.0,Monmouth,106.0,Feb25
2012,Long Island University,80.0,Sacred Heart,68.0,Mar1
2012,Long Island University,78.0,Quinnipiac,75.0,Mar4
2012,Long Island University,90.0,Robert Morris,73.0,Mar7
2012,Long Island University,67.0,Michigan State,89.0,Mar16
2012,Longwood,70.0,Navy,78.0,Nov11
2012,Longwood,91.0,Virginia Intermont,73.0,Nov13
2012,Longwood,78.0,Nevada,80.0,Nov22
2012,Longwood,70.0,Prairie View,67.0,Nov25
2012,Longwood,53.0,Missouri-Kansas City,93.0,Nov26
2012,Longwood,92.0,South Carolina State,81.0,Dec2
2012,Longwood,53.0,Virginia,86.0,Dec3
2012,Longwood,110.0,Virginia Military Institute,89.0,Dec12
2012,Longwood,71.0,Vanderbilt,99.0,Dec19
2012,Longwood,61.0,Seton Hall,87.0,Dec23
2012,Longwood,85.0,NJIT,70.0,Jan7
2012,Longwood,103.0,Southern Virginia,84.0,Feb2
2012,Longwood,58.0,South Carolina State,74.0,Feb6
2012,Longwood,99.0,Seattle,100.0,Feb11
2012,Longwood,90.0,Washington Adventist,88.0,Feb15
2012,Longwood,59.0,North Dakota,67.0,Feb18
2012,Longwood,52.0,Norfolk State,66.0,Feb20
2012,Longwood,85.0,Virginia Wise,74.0,Feb22
2012,Longwood,51.0,NJIT,94.0,Feb25
2012,Longwood,74.0,Seattle,111.0,Feb29
2012,Louisiana,83.0,Northern Arizona,66.0,Nov11
2012,Louisiana,58.0,North Dakota State,78.0,Nov12
2012,Louisiana,70.0,San Francisco,71.0,Nov13
2012,Louisiana,84.0,Nicholls State,57.0,Nov20
2012,Louisiana,78.0,McNeese State,56.0,Dec1
2012,Louisiana,102.0,Dillard,38.0,Dec12
2012,Louisiana,54.0,Mississippi,66.0,Dec14
2012,Louisiana,64.0,Robert Morris,72.0,Dec17
2012,Louisiana,72.0,Western Kentucky,70.0,Jan5
2012,Louisiana,53.0,Middle Tennessee,65.0,Jan7
2012,Louisiana,65.0,South Alabama,70.0,Jan12
2012,Louisiana,64.0,North Texas,62.0,Jan25
2012,Louisiana,67.0,Louisiana-Monroe,60.0,Jan28
2012,Louisiana,83.0,Troy,78.0,Feb4
2012,Louisiana,57.0,North Texas,53.0,Feb18
2012,Louisiana,60.0,Louisiana-Monroe,78.0,Feb25
2012,Louisiana,62.0,North Texas,65.0,Mar4
2012,Louisiana,63.0,Rice,68.0,Mar14
2012,Louisiana-Monroe,38.0,Mississippi,60.0,Nov11
2012,Louisiana-Monroe,62.0,Tennessee,85.0,Nov16
2012,Louisiana-Monroe,60.0,Southeastern Louisiana,63.0,Nov19
2012,Louisiana-Monroe,63.0,Mississippi State,78.0,Nov21
2012,Louisiana-Monroe,68.0,Harding,71.0,Nov26
2012,Louisiana-Monroe,86.0,Nicholls State,65.0,Nov28
2012,Louisiana-Monroe,71.0,Louisiana Tech,73.0,Dec3
2012,Louisiana-Monroe,54.0,Texas A&M,67.0,Dec10
2012,Louisiana-Monroe,70.0,Nicholls State,82.0,Dec12
2012,Louisiana-Monroe,63.0,Northwestern State,76.0,Dec15
2012,Louisiana-Monroe,63.0,Nevada-Las Vegas,81.0,Dec19
2012,Louisiana-Monroe,71.0,Western Kentucky,76.0,Dec29
2012,Louisiana-Monroe,55.0,North Texas,68.0,Jan14
2012,Louisiana-Monroe,63.0,Troy,91.0,Jan21
2012,Louisiana-Monroe,86.0,South Alabama,88.0,Feb11
2012,Louisiana-Monroe,51.0,North Texas,86.0,Feb16
2012,Louisiana-Monroe,61.0,Middle Tennessee,94.0,Feb23
2012,Louisiana State,96.0,Nicholls State,74.0,Nov12
2012,Louisiana State,82.0,Northwestern,88.0,Nov17
2012,Louisiana State,76.0,Western Kentucky,57.0,Nov18
2012,Louisiana State,75.0,South Alabama,79.0,Nov23
2012,Louisiana State,55.0,Rutgers,50.0,Dec3
2012,Louisiana State,67.0,Marquette,59.0,Dec19
2012,Louisiana State,67.0,North Texas,58.0,Dec22
2012,Louisiana State,52.0,Virginia,57.0,Jan2
2012,Louisiana State,81.0,Mississippi,55.0,Jan7
2012,Louisiana State,71.0,Mississippi State,76.0,Jan25
2012,Louisiana State,61.0,Vanderbilt,76.0,Feb8
2012,Louisiana State,69.0,Mississippi State,67.0,Feb14
2012,Louisiana State,68.0,South Carolina,58.0,Feb18
2012,Louisiana State,48.0,Mississippi,72.0,Feb25
2012,Louisiana State,69.0,Tennessee,74.0,Feb29
2012,Louisiana State,76.0,Oregon,96.0,Mar13
2012,Louisiana Tech,92.0,Mississippi College,70.0,Nov13
2012,Louisiana Tech,61.0,Texas-Arlington,68.0,Nov19
2012,Louisiana Tech,73.0,Maryland-Eastern Shore,54.0,Nov25
2012,Louisiana Tech,48.0,Portland State,66.0,Nov26
2012,Louisiana Tech,58.0,Wyoming,73.0,Nov27
2012,Louisiana Tech,69.0,Southeastern Louisiana,72.0,Nov30
2012,Louisiana Tech,94.0,Northwestern State,93.0,Dec6
2012,Louisiana Tech,62.0,Southern Mississippi,78.0,Dec10
2012,Louisiana Tech,60.0,McNeese State,58.0,Dec14
2012,Louisiana Tech,56.0,Northeastern,53.0,Dec20
2012,Louisiana Tech,69.0,Spring Hill,41.0,Dec29
2012,Louisiana Tech,65.0,Southern Methodist,73.0,Dec31
2012,Louisiana Tech,73.0,New Mexico State,83.0,Jan7
2012,Louisiana Tech,65.0,Utah State,69.0,Jan14
2012,Louisiana Tech,71.0,San Jose State,67.0,Jan21
2012,Louisiana Tech,63.0,Nevada,65.0,Jan28
2012,Louisiana Tech,72.0,New Mexico State,83.0,Feb4
2012,Louisiana Tech,63.0,Utah State,77.0,Feb9
2012,Louisiana Tech,58.0,North Dakota,53.0,Feb16
2012,Louisiana Tech,75.0,San Jose State,49.0,Feb23
2012,Louisiana Tech,69.0,Nevada,79.0,Mar3
2012,Louisiana Tech,72.0,Utah State,70.0,Mar8
2012,Louisiana Tech,78.0,Nevada,73.0,Mar9
2012,Louisiana Tech,57.0,New Mexico State,82.0,Mar10
2012,Louisville,83.0,Tennessee-Martin,48.0,Nov11
2012,Louisville,59.0,Ohio,54.0,Nov25
2012,Louisville,62.0,Vanderbilt,60.0,Dec2
2012,Louisville,95.0,Memphis,87.0,Dec17
2012,Louisville,70.0,Western Kentucky,60.0,Dec23
2012,Louisville,73.0,St. John's (NY),58.0,Jan3
2012,Louisville,65.0,Notre Dame,67.0,Jan7
2012,Louisville,59.0,Providence,90.0,Jan10
2012,Louisville,63.0,Marquette,74.0,Jan16
2012,Louisville,73.0,Pittsburgh,62.0,Jan21
2012,Louisville,84.0,Villanova,74.0,Jan25
2012,Louisville,60.0,Seton Hall,51.0,Jan28
2012,Louisville,78.0,Rutgers,66.0,Feb4
2012,Louisville,77.0,West Virginia,74.0,Feb11
2012,Louisville,51.0,Syracuse,52.0,Feb13
2012,Louisville,57.0,Pittsburgh,54.0,Feb26
2012,Louisville,51.0,South Florida,58.0,Feb29
2012,Louisville,49.0,Syracuse,58.0,Mar3
2012,Louisville,61.0,Seton Hall,55.0,Mar7
2012,Louisville,84.0,Marquette,71.0,Mar8
2012,Louisville,64.0,Notre Dame,50.0,Mar9
2012,Louisville,59.0,New Mexico,56.0,Mar17
2012,Louisville,57.0,Michigan State,44.0,Mar22
2012,Loyola (IL),41.0,Milwaukee,59.0,Dec1
2012,Loyola (IL),57.0,Toledo,55.0,Dec10
2012,Loyola (IL),69.0,Rockhurst,46.0,Dec19
2012,Loyola (IL),48.0,Wright State,64.0,Dec29
2012,Loyola (IL),64.0,Youngstown State,68.0,Jan5
2012,Loyola (IL),48.0,Valparaiso,69.0,Jan19
2012,Loyola (IL),41.0,Wright State,47.0,Jan27
2012,Loyola (IL),63.0,Youngstown State,80.0,Feb5
2012,Loyola (IL),62.0,Valparaiso,66.0,Feb21
2012,Loyola (IL),69.0,Milwaukee,78.0,Feb25
2012,Loyola Marymount,69.0,UCLA,58.0,Nov11
2012,Loyola Marymount,51.0,Middle Tennessee,58.0,Nov13
2012,Loyola Marymount,81.0,Northern Arizona,61.0,Nov26
2012,Loyola Marymount,75.0,Saint Louis,68.0,Nov29
2012,Loyola Marymount,87.0,La Sierra,45.0,Dec3
2012,Loyola Marymount,63.0,North Texas,76.0,Dec4
2012,Loyola Marymount,45.0,Morgan State,69.0,Dec21
2012,Loyola Marymount,100.0,Vanguard,74.0,Dec27
2012,Loyola Marymount,77.0,San Francisco,76.0,Dec31
2012,Loyola Marymount,79.0,San Diego,68.0,Jan7
2012,Loyola Marymount,68.0,Pepperdine,58.0,Jan12
2012,Loyola Marymount,74.0,Santa Clara,62.0,Jan23
2012,Loyola Marymount,64.0,Saint Mary's (CA),71.0,Jan26
2012,Loyola Marymount,62.0,Portland,59.0,Jan28
2012,Loyola Marymount,67.0,Pepperdine,57.0,Feb2
2012,Loyola Marymount,90.0,San Francisco,88.0,Feb4
2012,Loyola Marymount,76.0,Portland,62.0,Feb9
2012,Loyola Marymount,75.0,Saint Mary's (CA),60.0,Feb15
2012,Loyola Marymount,61.0,Valparaiso,53.0,Feb17
2012,Loyola Marymount,57.0,San Diego,60.0,Feb23
2012,Loyola Marymount,68.0,Santa Clara,65.0,Feb25
2012,Loyola Marymount,60.0,San Francisco,67.0,Mar2
2012,Loyola Marymount,84.0,Weber State,78.0,Mar18
2012,Loyola Marymount,69.0,Utah State,77.0,Mar21
